name,state,fips,census_region,pop,votes_dem_2016,votes_gop_2016,total_votes_2016,per_dem_2016,per_gop_2016,diff_2016,winner,partywinner16,per_dem_2012,per_gop_2012,diff_2012,winner12,partywinner12
Cumberland County,NJ,34011,Northeast,157389,27045,24213,53018,0.510109774,0.456693953,2832,Clinton,Democrat,0.609880336,0.379345893,11405,Obama,Democrat
Essex County,NJ,34013,Northeast,795723,231031,62059,299808,0.770596515,0.206995811,168972,Clinton,Democrat,0.773879481,0.218706615,156355,Obama,Democrat
Gloucester County,NJ,34015,Northeast,290951,66355,66949,138388,0.479485215,0.483777495,594,Trump,Republican,0.54623862,0.441086188,14045,Obama,Democrat
Hudson County,NJ,34017,Northeast,669115,149980,45615,201425,0.744594762,0.226461462,104365,Clinton,Democrat,0.773628083,0.216247218,98157,Obama,Democrat
Hunterdon County,NJ,34019,Northeast,126067,28797,38565,70582,0.407993539,0.546385764,9768,Trump,Republican,0.400311998,0.588640741,11831,Romney,Republican
Mercer County,NJ,34021,Northeast,371537,93721,42604,141332,0.663126539,0.30144624,51117,Clinton,Democrat,0.678105045,0.310324743,51145,Obama,Democrat
Middlesex County,NJ,34023,Northeast,836297,164887,108981,282668,0.583323899,0.385544172,55906,Clinton,Democrat,0.629364868,0.359258428,77043,Obama,Democrat
Monmouth County,NJ,34025,Northeast,629279,135825,165305,311474,0.436071711,0.530718455,29480,Trump,Republican,0.466533801,0.521954466,14905,Romney,Republican
Morris County,NJ,34027,Northeast,499727,114437,125376,248848,0.459867067,0.503825628,10939,Trump,Republican,0.437181721,0.553127118,23952,Romney,Republican
Ocean County,NJ,34029,Northeast,586301,81845,170103,259592,0.315283214,0.655270578,88258,Trump,Republican,0.406432157,0.583720813,42094,Romney,Republican
Passaic County,NJ,34031,Northeast,508856,112608,71488,189099,0.595497596,0.378045362,41120,Clinton,Democrat,0.632069684,0.359481015,44876,Obama,Democrat
Salem County,NJ,34033,Northeast,64715,11766,16256,29220,0.402669405,0.55633128,4490,Trump,Republican,0.496496772,0.48818519,242,Obama,Democrat
Somerset County,NJ,34035,Northeast,332568,83839,64640,154249,0.543530266,0.419062684,19199,Clinton,Democrat,0.520024901,0.468080218,7009,Obama,Democrat
Sussex County,NJ,34037,Northeast,144909,24132,46486,73860,0.326726239,0.629379908,22354,Trump,Republican,0.37932711,0.603121354,13809,Romney,Republican
Union County,NJ,34039,Northeast,552939,145412,67582,219385,0.66281651,0.308052055,77830,Clinton,Democrat,0.663296319,0.328421125,67763,Obama,Democrat
Warren County,NJ,34041,Northeast,106917,16991,29393,48442,0.35074935,0.606766855,12402,Trump,Republican,0.412564647,0.570165312,6826,Romney,Republican
Bernalillo County,NM,35001,West,675551,141960,93874,269861,0.526048595,0.347860565,48086,Clinton,Democrat,0.555529135,0.393452152,42941,Obama,Democrat
Catron County,NM,35003,West,3556,426,1453,2024,0.210474308,0.717885375,1027,Trump,Republican,0.265238095,0.701904762,917,Romney,Republican
Chaves County,NM,35005,West,65878,5530,12869,20159,0.274319163,0.638374919,7339,Trump,Republican,0.323007123,0.647429017,6650,Romney,Republican
Cibola County,NM,35006,West,27349,3721,3179,7975,0.466583072,0.39862069,542,Clinton,Democrat,0.601790532,0.363747854,1941,Obama,Democrat
Colfax County,NM,35007,West,12680,2118,2569,5271,0.401821286,0.487383798,451,Trump,Republican,0.488297151,0.468622795,116,Obama,Democrat
Curry County,NM,35009,West,50969,2776,7560,11292,0.245837761,0.669500531,4784,Trump,Republican,0.294126394,0.680297398,5194,Romney,Republican
De Baca County,NM,35011,West,1825,192,617,903,0.212624585,0.683277962,425,Trump,Republican,0.318888889,0.651111111,299,Romney,Republican
Do\ufffda Ana County,NM,35013,West,213676,37543,25095,69324,0.541558479,0.361995846,12448,Clinton,Democrat,0.559684685,0.410701242,9790,Obama,Democrat
Eddy County,NM,35015,West,56395,5008,13124,19523,0.256517953,0.672232751,8116,Trump,Republican,0.31831206,0.65360771,6436,Romney,Republican
Grant County,NM,35017,West,29096,6226,5251,12633,0.492836223,0.415657405,975,Clinton,Democrat,0.549984306,0.414783427,1723,Obama,Democrat
Guadalupe County,NM,35019,West,4468,962,591,1809,0.531785517,0.326699834,371,Clinton,Democrat,0.701718908,0.261880688,870,Obama,Democrat
Harding County,NM,35021,West,683,156,311,527,0.29601518,0.590132827,155,Trump,Republican,0.433333333,0.543333333,66,Romney,Republican
Hidalgo County,NM,35023,West,4560,780,906,1836,0.424836601,0.493464052,126,Trump,Republican,0.515292898,0.463970969,99,Obama,Democrat
Lea County,NM,35025,West,69999,3877,12306,17369,0.223213772,0.708503656,8429,Trump,Republican,0.24024095,0.737022382,8412,Romney,Republican
Lincoln County,NM,35027,West,19706,2329,5889,8856,0.262985547,0.6649729,3560,Trump,Republican,0.3182756,0.645021175,3009,Romney,Republican
Los Alamos County,NM,35028,West,17682,5443,3329,10430,0.521860019,0.319175455,2114,Clinton,Democrat,0.487234841,0.450159564,395,Obama,Democrat
Luna County,NM,35029,West,24673,3195,3478,7245,0.440993789,0.48005521,283,Trump,Republican,0.478185225,0.489025696,81,Romney,Republican
McKinley County,NM,35031,West,74098,13162,4893,20791,0.633062383,0.235342215,8269,Clinton,Democrat,0.720827664,0.254304884,9943,Obama,Democrat
Mora County,NM,35033,West,4592,1533,662,2429,0.631123919,0.27254014,871,Clinton,Democrat,0.749615975,0.226958525,1361,Obama,Democrat
Otero County,NM,35035,West,65082,6033,11756,19636,0.307241801,0.598696272,5723,Trump,Republican,0.341852059,0.622053658,5504,Romney,Republican
Quay County,NM,35037,West,8501,1016,2208,3550,0.286197183,0.621971831,1192,Trump,Republican,0.373917749,0.593614719,812,Romney,Republican
Rio Arriba County,NM,35039,West,39777,9534,3583,14767,0.645628767,0.242635606,5951,Clinton,Democrat,0.747358751,0.221339983,8016,Obama,Democrat
Roosevelt County,NM,35041,West,19536,1445,3865,5855,0.246797609,0.660119556,2420,Trump,Republican,0.288956127,0.677760968,2313,Romney,Republican
Sandoval County,NM,35043,West,137608,27405,25748,60597,0.452250111,0.424905523,1657,Clinton,Democrat,0.502820412,0.452090478,2707,Obama,Democrat
San Juan County,NM,35045,West,123785,12826,27879,45476,0.282038878,0.613048641,15053,Trump,Republican,0.341087968,0.625712049,13091,Romney,Republican
San Miguel County,NM,35047,West,28239,7249,2302,10662,0.679891202,0.215906959,4947,Clinton,Democrat,0.768703899,0.20029856,6473,Obama,Democrat
Santa Fe County,NM,35049,West,148164,49956,14198,70082,0.712822123,0.20259125,35758,Clinton,Democrat,0.734472968,0.223958949,34523,Obama,Democrat
Sierra County,NM,35051,West,11325,1600,2998,5129,0.311951647,0.584519399,1398,Trump,Republican,0.384826505,0.574005097,965,Romney,Republican
Socorro County,NM,35053,West,17310,3275,2592,6756,0.484754292,0.38365897,683,Clinton,Democrat,0.562014957,0.380697051,1285,Obama,Democrat
Taos County,NM,35055,West,33084,10550,2706,15072,0.699973461,0.179538217,7844,Clinton,Democrat,0.780550435,0.17843034,9145,Obama,Democrat
Torrance County,NM,35057,West,15611,1770,3695,6250,0.2832,0.5912,1925,Trump,Republican,0.378607277,0.552227102,1107,Romney,Republican
Union County,NM,35059,West,4297,318,1214,1688,0.188388626,0.719194313,896,Trump,Republican,0.268682259,0.702224758,760,Romney,Republican
Valencia County,NM,35061,West,75817,10810,13175,27350,0.395246801,0.481718464,2365,Trump,Republican,0.487322313,0.462545665,685,Obama,Democrat
Albany County,NY,36001,Northeast,308171,74775,44227,125644,0.59513387,0.352002483,30548,Clinton,Democrat,0.644390629,0.334809728,38862,Obama,Democrat
Allegany County,NY,36003,Northeast,47736,4473,11712,17111,0.261410788,0.684471977,7239,Trump,Republican,0.36266906,0.615922056,3951,Romney,Republican
Bronx County,NY,36005,Northeast,1438159,318403,34424,358857,0.88726986,0.09592679,283979,Clinton,Democrat,0.912452895,0.083228127,262074,Obama,Democrat
Broome County,NY,36007,Northeast,197349,35212,38077,77657,0.453429826,0.49032283,2865,Trump,Republican,0.509210037,0.463531976,3437,Obama,Democrat
Cattaraugus County,NY,36009,Northeast,78600,8717,18668,28961,0.300990988,0.644591002,9951,Trump,Republican,0.423609099,0.558026659,3711,Romney,Republican
Cayuga County,NY,36011,Northeast,78823,12202,16194,30124,0.405059089,0.537578011,3992,Trump,Republican,0.543167261,0.435507997,2807,Obama,Democrat
Chautauqua County,NY,36013,Northeast,132053,17281,29418,49381,0.349952411,0.595735202,12137,Trump,Republican,0.450406739,0.532580419,3980,Romney,Republican
Chemung County,NY,36015,Northeast,87770,12394,19025,33195,0.373369483,0.573128483,6631,Trump,Republican,0.477940027,0.506769644,922,Romney,Republican
Chenango County,NY,36017,Northeast,49426,5943,11024,18113,0.328106885,0.60862364,5081,Trump,Republican,0.472387426,0.505975644,593,Romney,Republican
Clinton County,NY,36019,Northeast,81632,13446,13181,28378,0.473817746,0.464479526,265,Clinton,Democrat,0.619904424,0.363985229,7069,Obama,Democrat
Columbia County,NY,36021,Northeast,62122,13123,12756,27255,0.481489635,0.468024216,367,Clinton,Democrat,0.547677638,0.430406029,3050,Obama,Democrat
Cortland County,NY,36023,Northeast,49024,7976,9207,18424,0.432913591,0.499728615,1231,Trump,Republican,0.533676122,0.445587072,1559,Obama,Democrat
Delaware County,NY,36025,Northeast,46581,5825,11012,17778,0.327652154,0.619417257,5187,Trump,Republican,0.441534642,0.5370655,1616,Romney,Republican
Dutchess County,NY,36027,Northeast,296579,56874,58163,120199,0.473165334,0.483889217,1289,Trump,Republican,0.524653502,0.458376408,7565,Obama,Democrat
Erie County,NY,36029,Northeast,922835,192065,173817,383248,0.501150691,0.453536613,18248,Clinton,Democrat,0.569443834,0.412962125,60506,Obama,Democrat
Essex County,NY,36031,Northeast,38679,6760,7275,15079,0.448305591,0.482459049,515,Trump,Republican,0.567182384,0.416960904,2340,Obama,Democrat
Franklin County,NY,36033,Northeast,51262,6517,7636,15148,0.430221811,0.50409295,1119,Trump,Republican,0.623581207,0.361009837,3817,Obama,Democrat
Fulton County,NY,36035,Northeast,54105,5805,12759,19563,0.29673363,0.652200583,6954,Trump,Republican,0.438802661,0.543847007,1895,Romney,Republican
Genesee County,NY,36037,Northeast,59162,6946,15986,24463,0.28393901,0.653476679,9040,Trump,Republican,0.385025348,0.593656571,4815,Romney,Republican
Greene County,NY,36039,Northeast,47967,6370,11546,18869,0.337590757,0.611903122,5176,Trump,Republican,0.433170892,0.543996058,2024,Romney,Republican
Hamilton County,NY,36041,Northeast,4715,752,1795,2688,0.279761905,0.667782738,1043,Trump,Republican,0.359698682,0.622222222,697,Romney,Republican
Herkimer County,NY,36043,Northeast,63744,7289,15664,24261,0.300441037,0.645645274,8375,Trump,Republican,0.447960498,0.531945041,1956,Romney,Republican
Jefferson County,NY,36045,Northeast,119103,12289,19947,34263,0.358666783,0.58217319,7658,Trump,Republican,0.478768213,0.50790927,934,Romney,Republican
Kings County,NY,36047,Northeast,2621793,595086,133653,746295,0.797387092,0.179088698,461433,Clinton,Democrat,0.814340612,0.175766745,394661,Obama,Democrat
Lewis County,NY,36049,Northeast,27220,2828,6916,10312,0.2742436,0.670674942,4088,Trump,Republican,0.449636114,0.536124881,820,Romney,Republican
Livingston County,NY,36051,Northeast,64586,10478,19211,31363,0.334087938,0.612537066,8733,Trump,Republican,0.442534341,0.536860928,2321,Romney,Republican
Madison County,NY,36053,Northeast,72369,10548,14901,27392,0.385075935,0.543990946,4353,Trump,Republican,0.490933694,0.487570075,87,Obama,Democrat
Monroe County,NY,36055,Northeast,749857,174063,128871,320164,0.543668245,0.402515586,45192,Clinton,Democrat,0.577781015,0.403881201,53722,Obama,Democrat
Montgomery County,NY,36057,Northeast,49779,5961,10579,17438,0.341839661,0.606663608,4618,Trump,Republican,0.469554337,0.513703527,741,Romney,Republican
Nassau County,NY,36059,Northeast,1358627,307326,275479,599649,0.512509818,0.459400416,31847,Clinton,Democrat,0.528724632,0.461959447,30767,Obama,Democrat
New York County,NY,36061,Northeast,1636268,515481,58935,591368,0.871675505,0.099658757,456546,Clinton,Democrat,0.841964323,0.145680072,345561,Obama,Democrat
Niagara County,NY,36063,Northeast,213525,32888,49223,86000,0.382418605,0.572360465,16335,Trump,Republican,0.493979691,0.488358317,465,Obama,Democrat
Oneida County,NY,36065,Northeast,232871,30749,48490,83876,0.366600696,0.578115313,17741,Trump,Republican,0.464857203,0.517711273,4251,Romney,Republican
Onondaga County,NY,36067,Northeast,468196,102915,78277,191962,0.536121732,0.407773413,24638,Clinton,Democrat,0.59677838,0.385656851,39857,Obama,Democrat
Ontario County,NY,36069,Northeast,109707,20233,24343,47664,0.424492279,0.510720879,4110,Trump,Republican,0.482171983,0.498323668,713,Romney,Republican
Orange County,NY,36071,Northeast,376099,63037,72129,140753,0.447855463,0.512450889,9092,Trump,Republican,0.518866768,0.467331831,6725,Obama,Democrat
Orleans County,NY,36073,Northeast,41984,4327,11582,16722,0.258760914,0.6926205,7255,Trump,Republican,0.393355627,0.58708927,2665,Romney,Republican
Oswego County,NY,36075,Northeast,120913,15614,25870,44122,0.353882417,0.586328816,10256,Trump,Republican,0.528359225,0.449833467,3230,Obama,Democrat
Otsego County,NY,36077,Northeast,61128,9285,12284,23024,0.403274844,0.533530229,2999,Trump,Republican,0.500273498,0.479852311,448,Obama,Democrat
Putnam County,NY,36079,Northeast,99487,17363,25241,44186,0.392952519,0.571244286,7878,Trump,Republican,0.436636255,0.548785559,4585,Romney,Republican
Queens County,NY,36081,Northeast,2321580,473389,138550,627021,0.754981093,0.220965486,334839,Clinton,Democrat,0.787773624,0.203247053,296777,Obama,Democrat
Rensselaer County,NY,36083,Northeast,159774,30039,31933,65991,0.455198436,0.48389932,1894,Trump,Republican,0.548111539,0.430114318,7473,Obama,Democrat
Richmond County,NY,36085,Northeast,473279,67561,95612,167209,0.404051217,0.571811326,28051,Trump,Republican,0.49913145,0.49097078,1104,Obama,Democrat
Rockland County,NY,36087,Northeast,323866,63454,57148,123943,0.511961143,0.461082917,6306,Clinton,Democrat,0.527912664,0.462323144,7510,Obama,Democrat
St. Lawrence County,NY,36089,Northeast,111400,14659,18450,35154,0.416993799,0.524833589,3791,Trump,Republican,0.575316698,0.408958646,5660,Obama,Democrat
Saratoga County,NY,36091,Northeast,224921,46546,51088,104089,0.447175014,0.490810748,4542,Trump,Republican,0.501282025,0.480287584,2047,Obama,Democrat
Schenectady County,NY,36093,Northeast,155735,30870,27268,61629,0.50090055,0.442454039,3602,Clinton,Democrat,0.566595095,0.412788942,9169,Obama,Democrat
Schoharie County,NY,36095,Northeast,31566,3777,8173,12673,0.298035193,0.644914385,4396,Trump,Republican,0.407100394,0.573474002,1987,Romney,Republican
Schuyler County,NY,36097,Northeast,18479,2761,5179,8423,0.327792948,0.614864063,2418,Trump,Republican,0.449356913,0.528135048,588,Romney,Republican
Seneca County,NY,36099,Northeast,34884,5175,6719,12727,0.406615856,0.527932741,1544,Trump,Republican,0.537207771,0.444929206,1121,Obama,Democrat
Steuben County,NY,36101,Northeast,98394,11215,25091,38373,0.292262789,0.653871212,13876,Trump,Republican,0.409041196,0.572786674,5839,Romney,Republican
Suffolk County,NY,36103,Northeast,1502968,276953,328403,625720,0.442614908,0.524840184,51450,Trump,Republican,0.508329742,0.479694,15482,Obama,Democrat
Sullivan County,NY,36105,Northeast,75943,10983,14626,26509,0.41431212,0.551737146,3643,Trump,Republican,0.544230314,0.440249585,2633,Obama,Democrat
Tioga County,NY,36107,Northeast,49870,6852,12528,20556,0.333333333,0.609457093,5676,Trump,Republican,0.41362567,0.564549232,3015,Romney,Republican
Tompkins County,NY,36109,Northeast,104691,25555,9647,37747,0.677007444,0.255569979,15908,Clinton,Democrat,0.682400558,0.284773203,14245,Obama,Democrat
Ulster County,NY,36111,Northeast,180445,40010,32962,77134,0.518707703,0.427334249,7048,Clinton,Democrat,0.597897303,0.378707077,15824,Obama,Democrat
Warren County,NY,36113,Northeast,64973,11366,14284,27568,0.412289611,0.51813697,2918,Trump,Republican,0.500076278,0.479443173,541,Obama,Democrat
Washington County,NY,36115,Northeast,62372,8238,12770,22401,0.36775144,0.570063836,4532,Trump,Republican,0.498330433,0.482246155,342,Obama,Democrat
Wayne County,NY,36117,Northeast,92051,12378,21935,36598,0.338215203,0.599349691,9557,Trump,Republican,0.443519794,0.536671843,3179,Romney,Republican
Westchester County,NY,36119,Northeast,972634,245670,121643,378506,0.649051798,0.32137667599999997,124027,Clinton,Democrat,0.603755826,0.381788425,63201,Obama,Democrat
Wyoming County,NY,36121,Northeast,41188,3585,11884,16280,0.220208845,0.72997543,8299,Trump,Republican,0.34300722300000003,0.638608011,4502,Romney,Republican
Yates County,NY,36123,Northeast,25208,3219,5180,8975,0.358662953,0.577158774,1961,Trump,Republican,0.476591205,0.506104065,249,Romney,Republican
Alamance County,NC,37001,South,155792,29268,38235,69264,0.422557173,0.552018365,8967,Trump,Republican,0.425297878,0.565923347,9371,Romney,Republican
Alexander County,NC,37003,South,37392,3750,13826,18011,0.208206096,0.767641997,10076,Trump,Republican,0.269109027,0.715533411,7616,Romney,Republican
Alleghany County,NC,37005,South,10879,1300,3789,5214,0.24932873,0.726697353,2489,Trump,Republican,0.313233831,0.672238806,1804,Romney,Republican
Anson County,NC,37007,South,25765,5785,4480,10394,0.556571099,0.431017895,1305,Clinton,Democrat,0.622651734,0.372561416,2769,Obama,Democrat
Ashe County,NC,37009,South,27126,3476,9353,13160,0.264133739,0.710714286,5877,Trump,Republican,0.328367772,0.657296172,4107,Romney,Republican
Avery County,NC,37011,South,17773,1670,6226,8060,0.20719603,0.772456576,4556,Trump,Republican,0.243045579,0.745461669,3847,Romney,Republican
Beaufort County,NC,37013,South,47585,8699,14478,23599,0.368617314,0.613500572,5779,Trump,Republican,0.400502812,0.593062894,4519,Romney,Republican
Bertie County,NC,37015,South,20106,5837,3476,9380,0.62228145,0.370575693,2361,Clinton,Democrat,0.65757972,0.33869832,3170,Obama,Democrat
Bladen County,NC,37017,South,34657,7021,8511,15743,0.445975989,0.540621228,1490,Trump,Republican,0.506207571,0.48602532,330,Obama,Democrat
Brunswick County,NC,37019,South,118836,23117,42440,67255,0.343721656,0.63103115,19323,Trump,Republican,0.384873212,0.606949197,12655,Romney,Republican
Buncombe County,NC,37021,South,250539,74937,55339,134507,0.557123421,0.411420967,19598,Clinton,Democrat,0.555193699,0.431288183,15637,Obama,Democrat
Burke County,NC,37023,South,89486,10930,25741,37638,0.290398002,0.683909878,14811,Trump,Republican,0.375927567,0.612166353,8532,Romney,Republican
Cabarrus County,NC,37025,South,192103,35048,53224,91002,0.385134393,0.584866267,18176,Trump,Republican,0.393632118,0.59585178,16672,Romney,Republican
Caldwell County,NC,37027,South,81484,8403,26499,35747,0.235068677,0.741292976,18096,Trump,Republican,0.314374745,0.671821306,12274,Romney,Republican
Camden County,NC,37029,South,10331,1266,3527,4939,0.256327192,0.714112168,2261,Trump,Republican,0.322123894,0.662610619,1539,Romney,Republican
Carteret County,NC,37031,South,68811,9806,26228,36919,0.265608494,0.710420109,16422,Trump,Republican,0.290314315,0.70031887,14401,Romney,Republican
Caswell County,NC,37033,South,23082,4549,5758,10515,0.432620067,0.547598669,1209,Trump,Republican,0.482768256,0.50959389,288,Romney,Republican
Catawba County,NC,37035,South,154534,21050,48062,71065,0.296207697,0.67631042,27012,Trump,Republican,0.346646986,0.642325837,20432,Romney,Republican
Chatham County,NC,37037,South,68698,20953,17012,39080,0.536156602,0.43531218,3941,Clinton,Democrat,0.519156925,0.47154194,1674,Obama,Democrat
Cherokee County,NC,37039,South,27141,2809,10711,13860,0.202669553,0.772799423,7902,Trump,Republican,0.263016936,0.724773533,5862,Romney,Republican
Chowan County,NC,37041,South,14572,2965,3983,7108,0.417135622,0.56035453,1018,Trump,Republican,0.472386853,0.521551724,365,Romney,Republican
Clay County,NC,37043,South,10581,1352,4395,5885,0.229736619,0.746813934,3043,Trump,Republican,0.281294707,0.706723891,2379,Romney,Republican
Cleveland County,NC,37045,South,97076,14896,28394,44137,0.337494619,0.643315132,13498,Trump,Republican,0.393352452,0.597997273,8706,Romney,Republican
Columbus County,NC,37047,South,56953,8991,14177,23472,0.383052147,0.603996251,5186,Trump,Republican,0.456884707,0.535578965,1890,Romney,Republican
Craven County,NC,37049,South,104510,17481,27556,46231,0.378122905,0.596050269,10075,Trump,Republican,0.407063727,0.584709883,8098,Romney,Republican
Cumberland County,NC,37051,South,326328,70523,50593,124402,0.566896031,0.406689603,19930,Clinton,Democrat,0.594732418,0.39805063,24800,Obama,Democrat
Currituck County,NC,37053,South,24976,2879,9070,12423,0.231747565,0.7300974,6191,Trump,Republican,0.315699812,0.666278131,3910,Romney,Republican
Dare County,NC,37055,South,35104,7079,11283,19009,0.372402546,0.593560945,4204,Trump,Republican,0.41205859,0.573521063,2844,Romney,Republican
Davidson County,NC,37057,South,164072,17328,52870,72013,0.240623221,0.734172997,35542,Trump,Republican,0.289896277,0.699131354,28644,Romney,Republican
Davie County,NC,37059,South,41434,5228,15502,21350,0.244871194,0.726088993,10274,Trump,Republican,0.276814575,0.713488099,8916,Romney,Republican
Duplin County,NC,37061,South,59882,8196,12151,20601,0.397844765,0.589825737,3955,Trump,Republican,0.43793865,0.55607362,2407,Romney,Republican
Durham County,NC,37063,South,294460,118783,27879,150543,0.789030377,0.185189614,90904,Clinton,Democrat,0.759135912,0.231707317,75859,Obama,Democrat
Edgecombe County,NC,37065,South,54933,16152,8219,24653,0.655173813,0.333387417,7933,Clinton,Democrat,0.68027287,0.316633117,9755,Obama,Democrat
Forsyth County,NC,37067,South,365298,92488,74793,172509,0.536134347,0.433559988,17695,Clinton,Democrat,0.531566975,0.45944456,12429,Obama,Democrat
Franklin County,NC,37069,South,62860,12811,16320,29902,0.428432881,0.545782891,3509,Trump,Republican,0.474607078,0.516055455,1163,Romney,Republican
Gaston County,NC,37071,South,211127,30982,61467,94872,0.326566321,0.647894005,30485,Trump,Republican,0.367065307,0.622693501,22914,Romney,Republican
Gates County,NC,37073,South,11567,2371,2851,5328,0.445007508,0.535097598,480,Trump,Republican,0.516949153,0.476836158,213,Obama,Democrat
Graham County,NC,37075,South,8644,761,3260,4094,0.185881778,0.79628725,2499,Trump,Republican,0.28516624,0.701534527,1628,Romney,Republican
Granville County,NC,37077,South,58500,12827,13500,26920,0.476485884,0.501485884,673,Trump,Republican,0.518988799,0.473070431,1197,Obama,Democrat
Greene County,NC,37079,South,21093,3570,4358,8013,0.44552602,0.543866217,788,Trump,Republican,0.458994386,0.536123993,632,Romney,Republican
Guilford County,NC,37081,South,512119,147949,97461,252087,0.586896587,0.386616525,50488,Clinton,Democrat,0.578394539,0.413328085,41519,Obama,Democrat
Halifax County,NC,37083,South,52970,15642,8954,24881,0.628672481,0.359872995,6688,Clinton,Democrat,0.658179132,0.337661328,8245,Obama,Democrat
Harnett County,NC,37085,South,126666,16452,27278,44955,0.365965966,0.606784562,10826,Trump,Republican,0.398129561,0.592069527,8212,Romney,Republican
Haywood County,NC,37087,South,59471,10414,18844,30156,0.345337578,0.624883937,8430,Trump,Republican,0.424220528,0.561906138,3811,Romney,Republican
Henderson County,NC,37089,South,111149,19664,35535,56810,0.346136244,0.625506073,15871,Trump,Republican,0.356401917,0.632397375,14341,Romney,Republican
Hertford County,NC,37091,South,24308,6886,3081,10100,0.681782178,0.305049505,3805,Clinton,Democrat,0.718818985,0.276030169,4814,Obama,Democrat
Hoke County,NC,37093,South,51611,9608,7676,17847,0.538353785,0.430100297,1932,Clinton,Democrat,0.590178571,0.400059524,3194,Obama,Democrat
Hyde County,NC,37095,South,5676,956,1275,2273,0.420589529,0.560932688,319,Trump,Republican,0.490670059,0.501696353,26,Romney,Republican
Iredell County,NC,37097,South,166675,24441,54164,80727,0.302761158,0.670952717,29723,Trump,Republican,0.342546395,0.647699374,23119,Romney,Republican
Jackson County,NC,37099,South,40981,7564,9706,18004,0.42012886,0.539102422,2142,Trump,Republican,0.48634936,0.496738343,172,Romney,Republican
Johnston County,NC,37101,South,181423,28153,54082,84553,0.332962757,0.639622485,25929,Trump,Republican,0.355849042,0.634114258,21154,Romney,Republican
Jones County,NC,37103,South,10076,2041,2941,5039,0.405040683,0.583647549,900,Trump,Republican,0.449730354,0.544106317,490,Romney,Republican
Lee County,NC,37105,South,59662,10380,13625,24676,0.420651645,0.552155941,3245,Trump,Republican,0.444411765,0.546218487,2423,Romney,Republican
Lenoir County,NC,37107,South,58485,11752,13354,25500,0.460862745,0.523686275,1602,Trump,Republican,0.489962198,0.50511983,413,Romney,Republican
Lincoln County,NC,37109,South,79829,9836,28653,39449,0.249334584,0.726330198,18817,Trump,Republican,0.300558415,0.689368225,14204,Romney,Republican
McDowell County,NC,37111,South,44965,4645,14517,19557,0.237510866,0.742291763,9872,Trump,Republican,0.334540188,0.653484097,5726,Romney,Republican
Macon County,NC,37113,South,33875,4841,12035,17336,0.279245501,0.69422012,7194,Trump,Republican,0.339820896,0.645791045,5125,Romney,Republican
Madison County,NC,37115,South,21157,3899,6735,10966,0.355553529,0.614171074,2836,Trump,Republican,0.445575177,0.536665669,913,Romney,Republican
Martin County,NC,37117,South,23454,5814,5874,11852,0.490550118,0.495612555,60,Trump,Republican,0.519416314,0.475480424,551,Obama,Democrat
Mecklenburg County,NC,37119,South,1012539,292258,154303,461834,0.632820451,0.334109225,137955,Clinton,Democrat,0.608241099,0.383070224,100215,Obama,Democrat
Mitchell County,NC,37121,South,15311,1585,6225,7948,0.199421238,0.783215903,4640,Trump,Republican,0.235892089,0.753030106,3968,Romney,Republican
Montgomery County,NC,37123,South,27395,4108,7070,11449,0.35880863,0.617521181,2962,Trump,Republican,0.419484702,0.571569154,1700,Romney,Republican
Moore County,NC,37125,South,93077,16148,30273,47746,0.338206342,0.634042642,14125,Trump,Republican,0.355551212,0.637129702,12965,Romney,Republican
Nash County,NC,37127,South,94357,23024,23142,46903,0.490885444,0.493401275,118,Trump,Republican,0.502000622,0.492774956,445,Obama,Democrat
New Hanover County,NC,37129,South,216298,50219,54665,108737,0.461839116,0.502726763,4446,Trump,Republican,0.470651631,0.517228879,4754,Romney,Republican
Northampton County,NC,37131,South,20463,6113,3556,9761,0.6262678,0.364306936,2557,Clinton,Democrat,0.672637373,0.324097397,3736,Obama,Democrat
Onslow County,NC,37133,South,187589,17156,36342,55364,0.309876454,0.656419334,19186,Trump,Republican,0.359760094,0.62945604,13580,Romney,Republican
Orange County,NC,37135,South,140420,59105,18373,79830,0.74038582,0.230151572,40732,Clinton,Democrat,0.704092395,0.282116865,32006,Obama,Democrat
Pamlico County,NC,37137,South,12948,2427,4225,6772,0.358387478,0.623892499,1798,Trump,Republican,0.392133492,0.600715137,1400,Romney,Republican
Pasquotank County,NC,37139,South,39787,8455,8082,16964,0.498408394,0.476420656,373,Clinton,Democrat,0.574871706,0.41607565,2754,Obama,Democrat
Pender County,NC,37141,South,56250,9086,17317,27072,0.335623522,0.639664598,8231,Trump,Republican,0.393368281,0.597770012,4913,Romney,Republican
Perquimans County,NC,37143,South,13466,2291,4143,6595,0.347384382,0.628203184,1852,Trump,Republican,0.41489201,0.576045915,1067,Romney,Republican
Person County,NC,37145,South,39132,7772,11116,19303,0.402631715,0.575869036,3344,Trump,Republican,0.441077441,0.550662879,2083,Romney,Republican
Pitt County,NC,37147,South,175354,40967,35191,78264,0.523446284,0.449644792,5776,Clinton,Democrat,0.529864348,0.462597964,5167,Obama,Democrat
Polk County,NC,37149,South,20357,3715,6738,10723,0.346451553,0.628368927,3023,Trump,Republican,0.387484258,0.602441151,2219,Romney,Republican
Randolph County,NC,37151,South,142778,13074,49156,63615,0.205517567,0.772710839,36082,Trump,Republican,0.243762666,0.746038338,30238,Romney,Republican
